fuente;profesion;contrato;jornada;descripcion;empresa;salario;Ciudad;Nivel educativo;años de experiencia;Fecha_Publicacion
1;Técnico o Ingeniero de Sistemas;Contrato a término indefinido;Tiempo Completo;Técnico o Ingeniero de Sistemas: 1 Certificado Profesional de Microsoft 2 Conocimiento de la visualización en la nube incluyendo WM WARE y VCENTER 3 Estar familiarizado con Modelo OSI 4 Certificación TIA A+. MCP. MCSE. CCNA 5 Solución de problemas avanzados de hardware y software y conectividad de red 6 Capacidad para realizar múltiples tareas de manera efectiva sin comprometer la calidad del trabajo 7 Excelentes habilidades de comunicación interpersonal. oral y escrita 8 Competente en la solucion de los problemas de los sistemas operativos de Windows. Windows 7. Windows 10 y iOS 9 Conocimiento de Active Directory. DHCP. DNS. Servicio de impresora. Servicio de Archivo y GPO 10 Dominio del Idioma Ingles fluido (Oral. lectura y escritura) Salario: 1600000 Horario es de Lunes a Viernes 8am a 6pm y los sábados son rotativos;FUTESA SA;1.6;Medellín; Carrera técnica;2;4/07/2019
1;Ingeniera de Diseño;Contrato a término fijo;Tiempo Completo;Se necesita urgentemente mujer ingeniera mecánica con experiencia mínima de 1 año. preferiblemente egresada de la UIS. que haya realizado la electiva Aire acondicionado y refrigeración Con competencias como Orientación al logro. Servicio al cliente. Trabajo en equipo. Comunicación asertiva. Mejoramiento Continuo Manejo de Autocad. excel. lats. programas de diseño para aires acondicionados Entre sus funciones están: • Elaborar la parte técnica de los diseños y selección de aire acondicionado. ventilación y refrigeración industrial en las áreas mecánica. eléctrica. civil y/o instrumentación • Analizar cada uno de los documentos de entrada. a fin de establecer las diferentes alternativas a ofrecer al cliente de acuerdo a los requerimientos iniciales del mismo • Procesar los datos requeridos para determinar la carga térmica del sitio que se va a acondicionar. en caso de no tener la suficiente información. notificar al jefe inmediato para poder solicitarla al cliente • Manejar los softwar tipo CAD para elaborar los planos de los esquemas de dibujo del sistema y demás softwares utilizados para ejecutar los cálculos correspondientes en el diseño del sistema de acondicionamiento de aire • Realizar visitas técnicas a los sitios de obra cuando el proyecto así lo amerite • Asistir a reuniones o comités programados por el cliente con el fin de hacer seguimiento al avance del diseño • Apoyar al jefe inmediato en los cálculos de cantidades de obra. solicitud de cotizaciones a proveedores y seguimiento de las mismas para la elaboración y entrega de propuestas al cliente;PROYECTOS Y SERVICIOS LTDA;1.2;Bucaramanga; Carrera Profesional;1;2/07/2019
1;Ingeniera Industrial;Contrato a término indefinido;Tiempo Completo;Asistente de Ingeniería. que cumpla con las funciones inherentes al area de ingeniería y producción Adicional se requiere para el manejo del Sistema de Gestión de SST. con licencia vigente en SST. que acredite mínimo dos (2) años de experiencia certificada por las empresas o entidades en las que laboró en el desarrollo de actividades de seguridad y salud en el trabajo y que certifique la aprobación del curso de capacitación virtual de cincuenta (50) horas;BOMBAS HYDRAL LTDA;null;Bogotá; Carrera tecnológica;2;12/07/2019
1;ingeniero desarrollo senior / inmediato;Contrato de Obra o labor;Tiempo Completo;"TYS te está invitando en la siguiente oportunidad de trabajo especial para ti"" Importante empresa requiere personal profesional Ingeniero Mecánico con experiencia de 5 años en industrias de autopartes. electrodomésticos. naval. desarrollo de proyectos. productos plásticos de inyección y soplado Conocimientos profundos en DISEÑO DE MOLDES. MATERIALES PLÁSTICOS. INDUSTRIALIZACIÓN DE PRODUCTO. GESTIÓN DE PROYECTOS Y COSTOS DE PRODUCTO Manejo Experto de SOLID EDGE. Deseable Inglés intermedio y Deseable Especialización en Ing Plásticos. Diseño de Maquinas. Ing Mecánica Horario: Lunes a Viernes 7:00 am - 5:00 pm Salario: de acuerdo con perfil $ 4000000 - 5000000 millones GRACIAS POR TU ATENCIÓN ESTAREMOS EN COMUNICACIÓN CONTIGO";T&S TEMSERVICE SAS;5;Bogotá; Carrera Profesional;5;8/07/2019
1;Ingeniero Electrónico o Electromecánico;Contrato a término indefinido;Tiempo Completo;Mantenimiento de sistemas eléctricos de alta y baja tensión. grupo electrógeno y aire acondicionado. baterías y rectificadores. sistemas de tierra. sistemas de alarma. tableros eléctricos en Obras civiles. Torres y Estructuras Conocimientos en Moto generadores. transferencias y Aires acondicionados Responsabilidades: Reportar cualquier trabajo mayor o adicional que se requiera para mantener adecuadamente el sitio a intervenir. realizar la inspección física de torres y tensión en pernos en el acceso a la torre Cambio de aceite y mantenimiento a los generadores FORMACIÓN ACADÉMICA: Tecnología o Carrera Profesional en Ingeniería Eléctrica. Electrónica y/o Electromecánica EXPERIENCIA LABORAL: Mínimo 2 años de experiencia en mantenimiento correctivo y preventivo en Empresas de Telecomunicaciones Debe contar con Certificado de Trabajo en Alturas y Pase de Conducción categoría B1 y B2;MANPOWER PROFESSIONAL LTDA;1.79;Mocoa; Carrera tecnológica;2;9/07/2019
1;Ingeniero Civil;Contrato de Obra o labor;Tiempo Completo;Importante empresa ubicada en la ciudad de Medellín. requiere para su equipo de trabajo Ingeniero Civil electromecánica. mecatrónica. electricidad. o afines que tenga excelentes conocimientos en Excel y 1 año de experiencia en el área administrativo. ya que éstas serán sus funciones netamente administrativo Se requiere recién graduado o en proceso de terminar carrera Importante del manejo de Excel Alto SALARIO: $1380116 + Prestaciones Sociales HORARIO: Lunes a Viernes horario de oficina- Sábado hasta el medio día;STAFFING DE COLOMBIA;1.38;Medellín; Carrera Profesional;1;11/07/2019
1;Oficial de Plomeria;Contrato civil por prestación de servicios;Tiempo Completo;Empresa con 20 años de experiencia en el sector de la construcción precisa urgente OFICIALES DE PLOMERIA para la ciudad de Cali. con experiencia de 2 a 3 en instalaciones hidráulicas. sanitarias. redes de incendio. de gas. acueducto y alcantarillado Vinculación Inmediata Personal responsable;S2R INGENIEROS;null;Cali;null;2;11/07/2019
1;Ingeniero de Proyectos;Contrato a término indefinido;Tiempo Completo;Empresa Multinacional del sector Tecnológico enfocada en soluciones de Software. requiere para su grupo de trabajo un Ingeniero de Proyectos. quien estará encargado de la implementación de proyectos y de brindar soporte técnico a los clientes Requisitos: Profesional en Ingeniería Electrónica o Ingeniería de Automatización. con nivel intermedio de inglés Experiencia comprobable de mínimo 1 año en Automatización Industrial y en Redes de Comunicación Con disponibilidad para viajar Horario de oficina de lunes a viernes Contrato indefinido Salario $2'300000;GRUPO STT;2.3;Bogotá; Carrera Profesional;1;12/07/2019
1;Ingeniero mecánico y/o afines;Tiempo Completo;null;Profesional en ingeniería mecánica con experiencia minima de 3 años en instalación de equipos de climatización. de preferencia para el sector médico (clinicas) Debe contar con licencia profesional Competencias. planificación. trabajo en equipo. tolerancia al trabajo bajo presión y liderazgo;null;null;Medellín; Carrera Profesional;3;8/07/2019
1;Ingeniero de Desarrollo en net;Tiempo Completo;null;Importante empresa del sector financiero requiere para el área de tecnología. ingeniero de desarrollo en NET. Ingeniero de sistemas. Ingeniero electrónico o afines graduados. con experiencia de 1 año en desarrollo de aplicaciones web. visual estudio. net. análisis. diseño e implementación de aplicaciones. manejo de bases de datos y lenguajes de programación orientada a objetivos. el candidato será el encargo de las siguientes responsabilidades. REALIZAR MANTENIMIENTO A FUNCIONALIDADES EXISTENTES. ANALIZAR LA FUNCIONALIDAD SOLICITADA. DISEÑAR EL DESARROLLO. IMPLEMENTAR EL DESARROLLO DISEÑADO. REALIZAR PRUEBAS UNITARIAS AL DESARROLLO. DOCUMENTAR EL DESARROLLO. BRINDAR SOPORTE A LAS PRUEBAS DE CERTIFICACIÓN DE LOS SISTEMAS DE INFORMACIÓN. con buen servicio al cliente. orientado al resultado. responsable. actitud hacia normas Salario $ 3' 400000 Horario lunes a viernes 8:00am a 5:30pm;null;3.4;Bogotá; Carrera Profesional;1;11/07/2019
1;Ingeniero de Proyectos;Contrato de Obra o labor;Tiempo Completo;Importante empresa del sector de telecomunicaciones requiere para su equipo Ingeniero de Telecomunicaciones. Sistemas. Electrónica o carreras afines con Tarjeta profesional. poseer certificado ITIL Contar con 2 años de experiencia en el cargo Poseer conocimientos en Gerencia de proyectos bajo el modelo PMI. de redes IP y sistemas de telecomunicaciones. procesos y seguimiento de indicadores Horario: Lunes a Sábado Salario $3531400 + Prestaciones de ley Gran oportunidad de empleo. aplique a la oferta!;ACTIVOS S A S;3.53;Bogotá; Carrera Profesional;2;13/07/2019
1;auxiliar administrativo de obra;Contrato a término indefinido;Tiempo Completo;gran convocatoria laboral auxiliar administrativo de obra Estamos en busca de profesional graduado en arquitectura.ingeniería civil o administración de empresas con experiencia mínima de 3 años realizando labores administrativas de obra con conocimiento en sap manejo de solicitud de cotizaciones.elaboracion de cuadros comparativos . manejo de paquete office horario lunes a viernes horario de oficina salario 3500000 mas prestaciones de ley y auxilio de transporte INDISPENSABLE A TENER EN CUENTA PARA APLICAR A LA VACANTE +3 AÑOS DE EXPERIENCIA REALIZANDO LABORES ADMINISTRATIVAS DE OBRA +PROFESIONAL GRADUADO EN ARQUITECTURA.INGENIERÍA CIVIL O ADMINISTRACIÓN DE EMPRESAS +CONOCIMIENTO EN SAP.MANEJO DE SOLICITUDES DE COTIZACION.ELABORACION DE CUADROS COMPARATIVOS Y MANEJO DE PAQUETE OFFICE SI CUMPLES CON PERFIL Y ESTAS INTERESADO APLICA A LA OFERTA;GRUPO ACCION PLUS;3.5;Bogotá; Carrera Profesional;3;11/07/2019
1;Urgente Desarrollador Java Ingeniero de sistemas preséntate;Contrato de Obra o labor;Tiempo Completo;Importante empresa aeroportuaria requiere para su operación Ingeniero de Desarrollo. profesional en ingeniería de sistemas. situación militar definida. experiencia mínima de 2 años en desarrollo Java con Conocimientos o nociones en sistemas operativos Linux. Windows Server. administrador de aplicaciones web.conocimientos en desarrollador de software con experiencia en aplicaciones web programadas en Net.conocimiento en lenguajes de desarrollo net. php. c. c# - java Horario: Lunes a sábado Salario: 3500000+100% ley SI TE ENCUENTRAS INTERESADO Y CUMPLES CON EL PERFIL PRESÉNTATE CON HOJA DE VIDA. COPIA ULTIMO CERTIFICADO LABORAL. 1 REFERENCIA PERSONAL MIÉRCOLES 3 DE JULIO A LAS 09:00AM Y 200PM EN LA CALLE 98 NO 22-64 LOCAL 5 OFC MANPOWER CERCA DE LA ESTACIÓN DE TRANSMILENIO CALLE 100 CON AUTOPISTA PREGUNTAR POR ALEXANDRA SABOGAL;MANPOWER PROFESSIONAL LTDA;3.5;Bogotá; Carrera Profesional;3;9/07/2019
1;Ingeniero Sistemas Preventa;Contrato de Obra o labor;Tiempo Completo;Se solicita Ingeniero Telecomunicaciones. electrónica o sistemas con 2 años de experiencia. Experiencia en diseño de redes WLAN. Diseño Redes LAN. WAN. Conocimientos básicos sobre bases de datos (Oracle – SAP) y lenguaje SQL. Conocimientos sobre infraestructura Microsoft server 2003 / 2008 / 2012/2016 y linux Horario Laboral: Lunes a Viernes de 8:00 am a 6:00 pm. un Sábado cada 15 días de 9:00 am a 12:00m. horario y días no hábil que requiera la operaciónSalario: a convenir + comisiones Presentarse el día 19 de junio 8:00 am con hoja de vida en la carrera 72c 23f 06 Modelia. preguntar por David Lucuara;OCUPAR TEMPORALES SA;null;Bogotá; Carrera Profesional;2;9/07/2019
1;Ingeniero Biomedico o Coordinador Ingenieria Biomedica;Contrato a término indefinido;Tiempo Completo;Empresa encargada de distribuir y comercializar insumos y equipos para laboratorio clínico como Mindrya. Dirui y Elitech. Siemens busca para su equipo de trabajo un PROFESIONAL EN INGENIERÍA BIOMEDICA para desempeñar el cargo de Ingeniero de soporte o Coordinador de Ingeniería con disponibilidad de viajar FUNCIONES: Realizar mantenimiento de dispositivos médicos especificos que maneja la empresa. mantenimientos preventivos. agenda de ingenieros. soporte general. capacitaciones. entre otras HORARIO: Lunes a viernes de 7 am a 5:30 pm SALARIO: $ 2500000 + prestaciones REQUISITOS: Profesional en Ing Biomedica o carreras afines. mínimo dos años de experiencia en cargos similares. disponibilidad para viajar. indispensable manejo de personal y manejo de equipos como: Mindray. Dirui y Elitech. Siemens;PUNTO EMPLEO SA;2.5;Bogotá; Carrera Profesional;2;10/07/2019
1;Ingeniero Civil Profesional BIM Proyectos de Ingeniería Medellin;Tiempo Completo;null;INGENIERO CIVIL. ARQUITECTO O ARQUITECTO CONSTRUCTOR. CON MATRICULA PROFESIONAL. EXPERIENCIA GENERAL A 2 AÑOS A PARTIR DE LA MATRICULA PROFESIONAL. DE LOS CUALES DEBE CONTAR CON CERTIFICACIONES LABORALES DE EXPERIENCIA ESPECIFICA DONDE HAYA TRABAJADO COMO PROFESIONAL BIM EN MINIMO DOS CONTRATOS DONDE SE INCLUYAN ACTIVIDADES AFINES AL MODELAMIENTO Y COORDINACIÓN BIM DE PROYECTOS DE ARQUITECTURA E INGENIERÍA DEBE TENER CERTIFICADOS DE ATC (AUTODESCK TRAINING CENTER) Y MANEJO DE SOFWARES BIM. COMO REVIT Y NAVISWORKS LUGAR DE CONTRATACION: MEDELLIN. DISPONIBILIDAD INMEDIATA. TIEMPO COMPLETO;null;null;Medellín; Carrera Profesional;3;11/07/2019
1;Ingeniero desarrollador;Contrato de Obra o labor;Tiempo Completo;Empresa requiere para su equipo de trabajo ingenieros de sistemas. informática o áreas afines.con experiencia mínima de 1 año en el cargo de desarrollador de software. experiencia en lenguaje JAVA;"GESTION DE RECURSOS TEMPORALES SAS ""GR TEMPORALES SAS""";2;Cali; Carrera Profesional;1;12/07/2019
1;null;null;null;;null;13;null;null;null;null
1;Auxiliar Administrativo;Contrato a término fijo;Tiempo Completo;Se requiere para formar parte de nuestro equipo de trabajo técnico o tecnólogos en áreas administrativas o en áreas relacionadas con procesos humanos y/o trabajo social Dentro de su experiencia laborar se requiere que la personas haya tenido contacto con comunidades y que demuestre que durante su experiencia ha desarrollado proyecto con las mismas Los candidatos deben tener habilidades para hablar en público. poder elaborar y justificar planes de trabajo y elaborar informes Deseable el manejo de Excel avanzado y power point;GAICO INGENIEROS CONSTRUCTORES SA;1.2;Albania; Carrera técnica;3;null
1;Ingeniero Ambiental;Contrato a término indefinido;Tiempo Completo;Importante empresa del sector ambiental requiere INGENIERO AMBIENTAL profesional. con curso avanzado en alturas y espacios confinados Experiencia mínima y reciente de 2 años. 1 año relacionado con tratamiento de aguas. planear y monitorear los contratos de operaciones y mantenimiento de empresa. orientándolos al mejoramiento de las condiciones y la efectividad de los procesos. asegurando que los mismos se ejecuten dentro de los presupuestos. plazos y políticas de cálida de la empresa Horario de Trabajo de lunes a viernes de 8am a 5pm - Lugar de Trabajo Bogota Salario a convenir de acuerdo a experiencia laboral;GENTE OPORTUNA SAS;null;Bogotá; Carrera Profesional;2;13/07/2019
1;Ingeniero de Linea;Tiempo Completo;null;Educación requerida Formal: ? Profesional en ingeniería mecánica. sistemas. automotriz. industrial o afines ? Cursos de capacitación en mantenimiento o diagnóstico automotriz no inferior a 150 horas ? Sistemas de gestión de calidad Educación para el trabajo (No formal): ? Sistemas: manejo de office. software bajo ambiente Windows ? Ingles 50% Funciones (Responsabilidades) ? Dirección Técnica de las operaciones del CDA ? Verificar el cumplimiento de los programas de mantenimiento ? Verificar el correcto cumplimiento del programa de metrología ? Revisión constante del proceso de línea de inspección;null;1.6;Bogotá; Carrera Profesional;3;8/07/2019
1;ingeniero/a agronomo;Tiempo Completo;null;Importante empresa agro industrial - sector de palma. requiere para su equipo de trabajo Ingeniero agronomo . mínimo con 3 años de experiencia en el sector de palma realizando asesorías comerciales. con excelente nivel de comunicación y relacionamiento. orientado al resultado y habilidades comerciales Tipo de contrato: Directo por la compañía/ contrato indefinido con prestaciones de ley Horario: Lunes a Viernes de 8:00 am a 5:00 pm Salario:$ 3222002 + variable de $1611001 + rodamiento de $1769530 Disponibilidad para viajar;null;3.22;Puerto Wilches; Carrera Profesional;3;10/07/2019
1;Ingeniero de proyecto;Contrato de Obra o labor;Tiempo Completo;Importante compañía del sector productora de aceites y grasas vegetales requiere para su equipo de trabajo ingenieros químicos. industriales. mecánicos o civiles con dos años mínimo desarrollando proyectos en sectores afines a la compañía Horario de trabajo: Lunes a Viernes de 7:00 am a 5:00 pm Salario: $ 2000000 Tipo de contrato: Obra o labor directamente con la empresa;GRUPO SOLUCIONES HORIZONTE;2;Villavicencio; Carrera Profesional;2;12/07/2019
1;ingeniero de planeación y control vivir cerca al aeropuerto;Contrato de Obra o labor;Tiempo Completo;importante empresa de aviación requiere profesional en ingeniería industrial experiencia laboral de 3 años de experiencia manejo de excel avanzado excelente capacidad de análisis numérico. nivel de inglés alto labores: desarrollar vigilar y mantener los indicadores de la operación de taller de mantenimientos de equipos. manejo de recursos y costos establecidos. generación de informes horarios: tiempo completo salario: 2´600000 + prestaciones legales + recargos dominicales;NEXARTE SERVICIOS TEMPORALES SA;2.6;Bogotá; Carrera Profesional;3;10/07/2019
1;Ingeniero(a) Comercial;Tiempo Completo;null;Buscamos Profesional en carreras administrativas o ingenierías como administración de negocios o Ingenieria industrial. con experiencia en el diseño de estrategias comerciales y gestión de ventas a nivel empresarial Es necesario contar con experiencia en venta de proctos industriales. repuestos. maquinaria. estrategias para apertura de mercado. apoyo en preventa a clientes. cumplimiento de metas del área y promoción del portafolio Se requiere experiencia en productos en venta de proctos industriales. repuestos o maquinaria;null;3.5;Cali; Carrera Profesional;2;10/07/2019
1;Ingeniero Desarrollador;Tiempo Completo;null;"Se requiere ingeniero de sistemas con experiencia mínima de 3 años en desarrollo de software. con conocimiento en tecnologías y protocolos de transferencia de datos e integración de aplicaciones. consumo de web services SOAP - REST Experiencia de trabajo en ambientes windows. linux y UNIX; atento al detalle. responsable. con sentido de pertenencia El salario básico es de 3000000 + esquema de comisiones por servicios";null;3;Bogotá; Carrera Profesional;3;12/07/2019
1;Profesional Ingeniero de Sistemas;Tiempo Completo;null;Se requiere profesional Ingeniero de sistemas o informática con experiencia de 2 años y Conocimientos de report. Forms y Oracle en general. Java · PL/SQL. MySql · Manejo de estadísticas y aplicaciones de gestión de datos e información · Manejo de Tecnologías de Información y Comunicación - TIC’s Nivel de Inglés B1. disponibilidad de tiempo completo. salario de $ 1700000 pesos contrato a termino fijo Vacante para laborar en Palmira;null;1.7;Palmira; Carrera Profesional;2;9/07/2019
1;Ingenier@ Quimico;Contrato a término indefinido;Tiempo Completo;ASISTENTE COMERCIAL Y VENTAS Se requiere Técnico o tecnólogo en mercadeo ventas. o afines. preferiblemente mujer. que viva en bogota. con mínimo 2 años de experiencia comprobada en ventas y/o asistente comercial. experiencia comprobable. realizando seguimientos y reportes. persona que sea altamente comprometida con sus responsabilidades. que sea constante y perseverante con disposición a mejorar día a día. que sea recursiva. enfocada en las metas y objetivos. persistente Debe tener manejo de Excel avanzado (será evaluado). buena comunicación: que sea influyente y persuasiva. organizada. tolerancia a la presión. responsable y que se adapte muy fácil al cambio. autodirigida. orientada al cumplimiento de resultados Funciones a desempeñar - Manejar clientes de gerencia. - Responder por el crecimiento de las ventas de los clientes de la gerencia (Dar cumplimiento al presupuesto asignado) -Llevar todos los días indicadores de visitas de los vendedores -Llevar reporte de crecimiento de los clientes por vendedor -Llevar seguimiento de clientes que nos contactan por WhatsApp o las ferias en las que la empresa participa -Llevar seguimiento de los clientes de las bases de datos y mailing enviados -Realizar mailing mensual -Realizar seguimiento de productividad de cada viaje que realizan los vendedores -Generar muestras y cotizaciones para sus clientes -Realizar seguimiento oportuno a las muestras y cotizaciones enviadas a sus clientes con el fin de lograr cierre de negocios -Recepcionar quejas o solicitudes de sus clientes y remitir según corresponda para su tratamiento y respuesta oportuna -Entregar informes. diarios. semanales y mensuales a la gerencia - Organizar y dar cumplimiento a las reuniones que se llevan a cabo con Gerencia - Elaborar base de datos de clientes potenciales -Conocer y cumplir con la documentación obligatoria del sistema de Gestion de Calidad - Debe realizar el seguimiento constante del cumplimiento de los objetivos y metas de la semana. mes y año -Realizar acciones de mejora si presenta alguna desviación en el cumplimiento de las metas establecidas -Cumplir con 15 llamadas efectivas y programar visitas para que los vendedores realicen la visita técnica al cliente Si no cumple con la experiencia comprobada en VENTAS NO APLIQUE. su hoja de vida no será tenida en cuenta Horario de Lunes a Viernes de 7 am a 6pm Por favor incluir en su hoja de vida la aspiración salarial. hoja de vida sin aspiración salarial no sera tenida en cuenta Salario Básico: $1200000 +Indicadores por cumplimiento;NOVACOLOR SAS;1.2;Bogotá; Carrera Profesional;1;12/07/2019
1;Ingeniero biomédico;Contrato de Obra o labor;Tiempo Completo;Importante empresa requiere para su equipo de trabajo líder de producción con experiencia mínima de un año asegurando la correcta operación de equipos de mantenimiento y seguridad de los mismos. que sea profesional en ingeniería biomédica SALARIO: 1600000 mas prestaciones legales HORARIO: Lunes a viernes 7:00 am - 5:00 pm Sábados 8:00 am - 12:00;JIRO SA;1.6;Medellín; Carrera Profesional;1;10/07/2019
1;Mecanico de Mantenimiento;Contrato a término fijo;Tiempo Completo;PERFIL MECANICO DE MANTENIMIENTO (Máquinaria de Estudios de Suelos) Experiencia Especifica – 10 a 15 años El mecánico de mantenimiento realiza el ajuste. instalación. revisión. acondicionamiento y reparación de motores y otros equipos mecánicos Las principales funciones de este profesional son: • Realizar el mantenimiento de máquinas y sistemas mecánicos. realizando tareas de ajuste. instalación. revisión. acondicionamiento y reparación • Diagnosticar. reparar y ajustar distintos tipos de maquinaria. instalaciones y elementos mecánicos • Realizar las operaciones asociadas al montaje y mantenimiento de instalaciones • Fabricar y/o unir componentes mecánicos para el mantenimiento y montaje de instalaciones electromecánicas • Gestionar el suministro y almacenamiento de los materiales y equipos. definiendo la logística asociada y controlando existencias • Desarrollar intervenciones de mantenimiento atendiendo a la documentación técnica y condiciones de los equipos o sistemas • Debe tener conocimientos para reparación de accesorios de perforación (swivel. cabezotes de interno Los equipos de perforación mecánicos e hidráulicos que debe hacer mantenimiento son: • Equipos con motores Diesel (Lombardini de 19 y 28 HP) • Motores Deutz (Alemana) • Motores Kama de 10 HP entre 1800 y 3600 rpm • Reparación de clouths industriales • Bombas 420. 435. y bombas de caracol con motores de 10 HP • Tener aptitud para soldadura 6011 y 7018 La referencia de equipos que tenemos en la Empresa son: • Longyear 38 • Spraguer 142 y 140 (C-60) • Joy 12B • Acker • Petty • Tripode;ARREDONDO MADRID INGENIEROS CIVILES SAS;null;Medellín;null;15;19/06/2019
1;Director de Obra;Contrato de Obra o labor;Tiempo Completo;"Importante Constructora busca para su equipo de trabajo Director de Obra; Ingeniero Civil con especialización en gerencia de proyectos. con 10 años de experiencia profesional en mínimo 3 certificaciones como Director de Obra o gerente de interventoría de proyectos ejecutados y terminados de construcción en la modalidad de obra nueva ejecutados y terminados Al menos 2 de las certificaciones deberán de corresponder a proyectos sector salud ; las cuales debe sumar un área cubierta construida y/o diseñada igual o mayor al 70% del área total de la IPS  El área requerida en las certificaciones deberán sumar más de 4000 metros cuadrados Interesados que cumplan con el perfil enviar hoja de vida con certificaciones de soporte al correo electrónico (*********@fuerzactivaco) especificando cargo en el asunto";FUERZACTIVA EST;null;Puerto Tejada; Especialización;10;8/07/2019
1;Ingeniero Programador;Tiempo Completo;null;Importante empresa del sector industrial. se encuentra en la búsqueda de profesional de Ingeniería De Sistemas. el cual cuente con especialización en ingeniería de software El cual cuente con experiencia avanzada en el campo de programación. capaz de desarrollar. probar y mantener programas y aplicaciones para la compañía Codificando instrucciones en lenguajes de programación en visual studios. punto net. y ASP Salario: $ 3000000 Horario Laboral: De Lunes a Viernes de 7:00 am a 5:30 pm;null;3;Barranquilla; Especialización;5;10/07/2019
1;Ingeniero de Sistemas. Tecnólogo;Contrato a término indefinido;Tiempo Completo;Se requiere Ingeniero o Tecnologo de sistemas. o carreras afines con experiencia mínima de 1 año: Requisitos • Conocimiento de Python • Conocimientos del ecosistema de Data Science (especialmente Pandas) • Enfocado en la calidad. escalabilidad y código limpio • Experiencia con preprocesamiento y depuración de datos (ETL) • Bases de datos (SQL) • Automatización de procesos • Metodologías agile (SCRUM) Salario: Depende de experiencia;GLOBALBIT SAS;2;Medellín; Carrera tecnológica;1;null
1;Ingeniero quimico;Contrato de Obra o labor;Tiempo Completo;Profesional en ingenieria quimica con 10 años de experiencia o Maestria con conocimiento y experiencia en procesos para la industria de Oil and gas;TIP LTDA;null;Girón; Maestría;10;12/07/2019
1;Ingeniero De mantenimiento de Hardware y Software;Contrato de Obra o labor;Tiempo Completo;Reconocida e importante entidad del sector salud y humanitario requiere para su equipo de trabajo: *Profesional en ingeniería de sistemas. ingeniería electrónica. ingeniería en sistemas informáticos o similares *2 años en cargos similares. En el manejo de programación PHP JAVA. administrador BD SQL. y servidores de plataforma Windows. Diseño e implementación de políticas en Directorio Activo. con sus respectivos certificados Horario: Lunes a Viernes de 08:00 a las 17:00 horas Salario: 3439000 Cuenta con todas las prestaciones de ley;ACTIVOS S A S;3.43;Bogotá; Carrera Profesional;2;8/07/2019
1;Ingeniero residente;Contrato civil por prestación de servicios;Tiempo Completo;Reconocida empresa se encuentra en busca de ingeniero civil titulado que cuente con planilla de seguridad social y curso de alturas vigente para trabajar como residente de obra en la ciudad de Neiva El proyecto tendrá una duración aproximadamente de 10 - 15 días máximo. se realizara pago por proyecto $1000000 + ($200000) bonificación por cumplimiento REQUISITOS *Ingeniero civil titulado *Curso de alturas vigente *Planilla de seguridad social Interesados y que cuenten con los requisitos aplicar a la oferta enviar hoja de vida al correo *********@savivnet;SAVIV;1;Cogua; Carrera Profesional;1;8/07/2019
1;Ingeniero de desarrollo Tecnólogo o estudiante profesional;Contrato de Obra o labor;Tiempo Completo;"Compañía en servicios de logística. distribución. venta. servicio técnico. Tecnólogo o estudiante de VI semestre en adelante de ingeniería de telecomunicaciones. sistemas. electrónica y afines Con conocimientos y manejo en: a Desarrollo de Aplicaciones Web (ASPNET: Web Forms. Core; MVC) bSQL Server 2008 R2 en adelante cServicios web (Soap y rest) Experiencia mínima de 1 año en cargos relacionados se requiere el manejo y conocimiento de lo antes mencionado. ya que se realizara una prueba de conocimientos en estos 3 puntos Lugar de trabajo: Zona Franca Fontibón Horario: lunes a viernes y un fin de semana al mes Salario: $3400000 + prestaciones de ley";ACTIVOS S A S;3.4;Bogotá; Carrera Profesional;0;9/07/2019
1;Ingeniero Civil;Contrato de Obra o labor;Tiempo Completo;Establecimiento de especificaciones para obras civiles Revisión de ingeniería de detalle civil del proyecto Diseño. revisión de planos y especificaciones de obras civiles para asegurar cumplimiento de estándares internos Supervisión de obras civiles en campo/ Interventoría de la obra civil en campo Supervisar el cumplimiento de los requerimientos civiles del proyecto Gestionar solicitudes y órdenes de compra necesarias en trabajos civiles Aprobación de cambios menores en obra. verificación de metodologías y resultados de cálculos en sitio Garantizar la calidad de la obra civil según requerimientos Establecer cantidades de obra y especificaciones de construcción;MONTAJES Y SERVICIOS INDUSTRIALES SAS;3;Barranquilla; Carrera Profesional;5;4/07/2019
1;Importante Petrolera Ingeniero Sharepoint;Tiempo Completo;null;MULTINACIONAL REQUIERE INGENIERO SHAREPOINT Salario: $4180000 + Todas las prestaciones de ley Profesional: Ingeniería de Sistemas. Electrónica. Telecomunicaciones o Informática INDISPENSABLE CONTAR CON TARJETA PROFESIONAL Experiencia: Mínima de 1 año en áreas de soporte técnico. Help Desk ó soporte en servicios de tecnología Informática con conocimientos en SharePoint. herramientas de formación virtual. gestión de procesos de tecnología informática o herramientas en gestión de servicios La experiencia debe ser contada después de la expedición de la tarjeta profesional Horario disponibilidad: Lunes a Sábado 6am - 5pm 8 horas;null;4.18;Bogotá; Carrera Profesional;0;11/07/2019
